# This file is generated by MACS version 2.1.2
# Command line: callpeak -t CHNM36.bam.sorted.bam -c CHNM35.bam.sorted.bam -f BAM -n RUNX1ChIP_MCF10AOEq0.05 -g hs -B -q 0.05
# ARGUMENTS LIST:
# name = RUNX1ChIP_MCF10AOEq0.05
# format = BAM
# ChIP-seq file = ['CHNM36.bam.sorted.bam']
# control file = ['CHNM35.bam.sorted.bam']
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# The maximum gap between significant sites is assigned as the read length/tag size.
# The minimum length of peaks is assigned as the predicted fragment length "d".
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 54 bps
# total tags in treatment: 89501295
# tags after filtering in treatment: 80338845
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.10
# total tags in control: 94686274
# tags after filtering in control: 87410774
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.08
# d = 74
# alternative fragment length(s) may be 74 bps
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr9	38005284	38005424	141	38005352	13.00	5.88422	3.72609	2.57094	RUNX1ChIP_MCF10AOEq0.05_peak_12884
chr9	38006331	38006445	115	38006356	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_12885
chr9	38046749	38046989	241	38046910	23.00	14.04067	6.22318	9.97535	RUNX1ChIP_MCF10AOEq0.05_peak_12886
chr9	38062932	38063033	102	38062987	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12887
chr9	38063089	38063204	116	38063135	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12888
chr9	38083920	38084146	227	38084011	27.00	15.19042	5.98753	11.04654	RUNX1ChIP_MCF10AOEq0.05_peak_12889
chr9	38358845	38358979	135	38358916	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_12890
chr9	38621851	38621948	98	38621887	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12891
chr9	38672552	38672670	119	38672609	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12892
chr9	38793596	38793738	143	38793641	15.00	7.77416	4.46367	4.26071	RUNX1ChIP_MCF10AOEq0.05_peak_12893
chr9	39030717	39030794	78	39030784	27.00	4.87998	2.32768	1.70842	RUNX1ChIP_MCF10AOEq0.05_peak_12894
chr9	39616943	39617121	179	39617000	20.00	11.59792	5.58914	7.70115	RUNX1ChIP_MCF10AOEq0.05_peak_12895
chr9	40196232	40196503	272	40196403	41.00	37.35271	12.94526	31.99907	RUNX1ChIP_MCF10AOEq0.05_peak_12896
chr9	40323534	40323895	362	40323708	40.00	32.63271	10.91213	27.45533	RUNX1ChIP_MCF10AOEq0.05_peak_12897
chr9	40649996	40650103	108	40650059	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_12898
chr9	40650346	40650541	196	40650419	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12899
chr9	40651116	40651298	183	40651221	31.00	25.37712	9.99413	20.57227	RUNX1ChIP_MCF10AOEq0.05_peak_12900
chr9	40651495	40651622	128	40651537	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_12901
chr9	41098888	41099061	174	41098991	18.00	8.11414	4.18809	4.54881	RUNX1ChIP_MCF10AOEq0.05_peak_12902
chr9	41189276	41189371	96	41189322	20.00	11.12967	5.35092	7.29143	RUNX1ChIP_MCF10AOEq0.05_peak_12903
chr9	41377473	41377575	103	41377489	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_12904
chr9	41434357	41434453	97	41434392	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12905
chr9	41852498	41852604	107	41852540	20.00	11.80590	5.69644	7.89904	RUNX1ChIP_MCF10AOEq0.05_peak_12906
chr9	42370658	42370897	240	42370824	28.00	18.06569	7.10612	13.71259	RUNX1ChIP_MCF10AOEq0.05_peak_12907
chr9	42825385	42825598	214	42825497	32.00	26.55374	10.30645	21.68969	RUNX1ChIP_MCF10AOEq0.05_peak_12908
chr9	42948658	42948951	294	42948803	35.00	22.76671	7.69826	18.12390	RUNX1ChIP_MCF10AOEq0.05_peak_12909
chr9	43279903	43280032	130	43279961	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_12910
chr9	43280113	43280412	300	43280159	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12911
chr9	61919070	61919192	123	61919121	13.00	5.88422	3.72609	2.57094	RUNX1ChIP_MCF10AOEq0.05_peak_12912
chr9	61955412	61955547	136	61955498	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_12913
chr9	61983587	61983684	98	61983638	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_12914
chr9	62018022	62018168	147	62018084	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12915
chr9	62725317	62725587	271	62725468	24.00	17.53878	7.80791	13.20109	RUNX1ChIP_MCF10AOEq0.05_peak_12916
chr9	63449237	63449350	114	63449277	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_12917
chr9	63449538	63449698	161	63449564	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12918
chr9	63449819	63449894	76	63449860	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12919
chr9	63450321	63450711	391	63450500	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_12920
chr9	64342513	64342720	208	64342557	31.00	25.37712	9.99413	20.57227	RUNX1ChIP_MCF10AOEq0.05_peak_12921
chr9	64463573	64463914	342	64463736	40.00	32.63271	10.91213	27.45533	RUNX1ChIP_MCF10AOEq0.05_peak_12922
chr9	64773034	64773118	85	64773067	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12923
chr9	64773654	64773880	227	64773710	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_12924
chr9	64774018	64774543	526	64774147	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_12925
chr9	65675853	65676000	148	65675947	21.00	7.01510	3.37704	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12926
chr9	65762892	65762974	83	65762933	14.00	7.72579	4.60400	4.21674	RUNX1ChIP_MCF10AOEq0.05_peak_12927
chr9	65763248	65763463	216	65763332	20.00	12.99518	6.32674	9.00739	RUNX1ChIP_MCF10AOEq0.05_peak_12928
chr9	66052452	66052795	344	66052580	44.00	35.92627	11.27092	30.62491	RUNX1ChIP_MCF10AOEq0.05_peak_12929
chr9	66179865	66180132	268	66180000	30.00	23.60060	9.35865	18.90259	RUNX1ChIP_MCF10AOEq0.05_peak_12930
chr9	66288583	66288744	162	66288685	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_12931
chr9	66759823	66759999	177	66759928	27.00	18.30489	7.45219	13.93575	RUNX1ChIP_MCF10AOEq0.05_peak_12932
chr9	67344782	67344874	93	67344813	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12933
chr9	67570520	67570681	162	67570574	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_12934
chr9	67603762	67603867	106	67603812	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_12935
chr9	67832144	67832439	296	67832313	34.00	28.33119	10.60979	23.37994	RUNX1ChIP_MCF10AOEq0.05_peak_12936
chr9	69155539	69155655	117	69155572	14.00	7.43121	4.43727	3.93397	RUNX1ChIP_MCF10AOEq0.05_peak_12937
chr9	69284102	69284241	140	69284160	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12938
chr9	69468515	69468611	97	69468594	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12939
chr9	69885727	69885829	103	69885778	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12940
chr9	69951535	69951637	103	69951595	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_12941
chr9	70013831	70014054	224	70013864	15.00	8.40160	4.81052	4.81338	RUNX1ChIP_MCF10AOEq0.05_peak_12942
chr9	70079922	70080012	91	70079970	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_12943
chr9	70420009	70420131	123	70420061	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_12944
chr9	71678274	71678363	90	71678322	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12945
chr9	72194916	72195011	96	72194969	18.00	10.90770	5.62054	7.08160	RUNX1ChIP_MCF10AOEq0.05_peak_12946
chr9	72315588	72315752	165	72315690	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_12947
chr9	72443443	72443584	142	72443521	22.00	10.93279	4.91833	7.10079	RUNX1ChIP_MCF10AOEq0.05_peak_12948
chr9	72978804	72978925	122	72978869	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_12949
chr9	72979424	72979586	163	72979476	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_12950
chr9	73781038	73781173	136	73781151	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12951
chr9	73810984	73811135	152	73811126	16.00	9.30690	5.13216	5.63374	RUNX1ChIP_MCF10AOEq0.05_peak_12952
chr9	73811841	73812040	200	73811969	25.00	16.30398	6.91989	12.07201	RUNX1ChIP_MCF10AOEq0.05_peak_12953
chr9	74089145	74089220	76	74089159	13.00	6.20857	3.90571	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_12954
chr9	74464032	74464185	154	74464122	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12955
chr9	75028546	75028666	121	75028561	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12956
chr9	75171001	75171176	176	75171114	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12957
chr9	75237115	75237228	114	75237168	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_12958
chr9	75239345	75239431	87	75239395	24.00	15.95840	6.97448	11.75248	RUNX1ChIP_MCF10AOEq0.05_peak_12959
chr9	76027604	76027689	86	76027645	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12960
chr9	76316150	76316278	129	76316241	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12961
chr9	76316379	76316452	74	76316394	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12962
chr9	76353252	76353565	314	76353413	38.00	33.56614	12.02060	28.36864	RUNX1ChIP_MCF10AOEq0.05_peak_12963
chr9	76373268	76373372	105	76373333	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12964
chr9	76591767	76591843	77	76591777	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_12965
chr9	76771775	76771905	131	76771844	22.00	6.47871	3.09403	3.09097	RUNX1ChIP_MCF10AOEq0.05_peak_12966
chr9	77064022	77064267	246	77064133	28.00	21.92877	9.05718	17.31578	RUNX1ChIP_MCF10AOEq0.05_peak_12967
chr9	77080724	77080855	132	77080821	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12968
chr9	77080927	77081246	320	77081060	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_12969
chr9	77515391	77515524	134	77515491	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_12970
chr9	77943118	77943224	107	77943180	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12971
chr9	78406237	78406367	131	78406296	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12972
chr9	78519882	78519965	84	78519932	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12973
chr9	79611155	79611263	109	79611206	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12974
chr9	80842349	80842479	131	80842435	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12975
chr9	80874477	80874553	77	80874536	18.00	10.12626	5.20190	6.37636	RUNX1ChIP_MCF10AOEq0.05_peak_12976
chr9	81002317	81002527	211	81002374	25.00	18.61243	8.12023	14.20591	RUNX1ChIP_MCF10AOEq0.05_peak_12977
chr9	81491159	81491290	132	81491219	21.00	11.63066	5.41793	7.73207	RUNX1ChIP_MCF10AOEq0.05_peak_12978
chr9	81493188	81493304	117	81493301	20.00	6.40821	3.22354	3.02927	RUNX1ChIP_MCF10AOEq0.05_peak_12979
chr9	81559862	81560004	143	81559896	21.00	8.37956	3.93175	4.79183	RUNX1ChIP_MCF10AOEq0.05_peak_12980
chr9	81805988	81806111	124	81806016	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12981
chr9	81815364	81815450	87	81815412	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_12982
chr9	81821683	81821826	144	81821755	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_12983
chr9	81827659	81827818	160	81827699	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12984
chr9	82488825	82489139	315	82488939	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_12985
chr9	82490063	82490177	115	82490134	18.00	10.31273	5.30060	6.55108	RUNX1ChIP_MCF10AOEq0.05_peak_12986
chr9	83034270	83034356	87	83034297	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_12987
chr9	83281260	83281418	159	83281311	17.00	10.36528	5.52480	6.60236	RUNX1ChIP_MCF10AOEq0.05_peak_12988
chr9	83299616	83299845	230	83299658	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12989
chr9	83432364	83432584	221	83432511	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_12990
chr9	83435373	83435592	220	83435509	28.00	21.92877	9.05718	17.31578	RUNX1ChIP_MCF10AOEq0.05_peak_12991
chr9	83707213	83707386	174	83707282	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_12992
chr9	83817684	83817768	85	83817727	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_12993
chr9	84583917	84584108	192	84583964	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_12994
chr9	84709476	84709966	491	84709619	25.00	16.30398	6.91989	12.07201	RUNX1ChIP_MCF10AOEq0.05_peak_12995
chr9	84752043	84752128	86	84752055	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_12996
chr9	84770236	84770387	152	84770308	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_12997
chr9	84947842	84947915	74	84947875	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_12998
chr9	84976094	84976187	94	84976140	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_12999
chr9	84983289	84983384	96	84983325	18.00	11.11901	5.73595	7.28129	RUNX1ChIP_MCF10AOEq0.05_peak_13000
chr9	85172851	85172998	148	85172888	19.00	10.71327	5.32299	6.89188	RUNX1ChIP_MCF10AOEq0.05_peak_13001
chr9	85502987	85503388	402	85503163	46.00	44.23726	14.67888	38.59788	RUNX1ChIP_MCF10AOEq0.05_peak_13002
chr9	85515183	85515342	160	85515234	20.00	9.35247	4.49065	5.67275	RUNX1ChIP_MCF10AOEq0.05_peak_13003
chr9	85600802	85600930	129	85600866	23.00	13.00935	5.71890	9.02121	RUNX1ChIP_MCF10AOEq0.05_peak_13004
chr9	85601810	85601974	165	85601856	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_13005
chr9	85743262	85743606	345	85743373	31.00	25.37712	9.99413	20.57227	RUNX1ChIP_MCF10AOEq0.05_peak_13006
chr9	85745487	85745577	91	85745519	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_13007
chr9	86052976	86053267	292	86053143	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_13008
chr9	86283036	86283119	84	86283088	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_13009
chr9	86706468	86706689	222	86706626	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_13010
chr9	86960133	86960403	271	86960229	33.00	25.18365	9.30867	20.40908	RUNX1ChIP_MCF10AOEq0.05_peak_13011
chr9	86968482	86968884	403	86968724	23.00	15.47802	6.95961	11.28044	RUNX1ChIP_MCF10AOEq0.05_peak_13012
chr9	87280697	87280896	200	87280793	22.00	13.42617	6.12144	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_13013
chr9	87427975	87428115	141	87427993	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_13014
chr9	87726103	87726271	169	87726176	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_13015
chr9	87923185	87923317	133	87923246	20.00	11.59792	5.58914	7.70115	RUNX1ChIP_MCF10AOEq0.05_peak_13016
chr9	88076800	88077076	277	88076897	38.00	33.87235	12.18035	28.63998	RUNX1ChIP_MCF10AOEq0.05_peak_13017
chr9	88084971	88085163	193	88085034	24.00	12.58598	5.34601	8.60723	RUNX1ChIP_MCF10AOEq0.05_peak_13018
chr9	88087972	88088117	146	88088045	15.00	4.58529	2.85945	1.48738	RUNX1ChIP_MCF10AOEq0.05_peak_13019
chr9	88179106	88179241	136	88179174	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_13020
chr9	88280856	88281106	251	88280955	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_13021
chr9	88282042	88282177	136	88282061	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_13022
chr9	88322973	88323127	155	88323036	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_13023
chr9	88504448	88504697	250	88504645	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_13024
chr9	88646726	88646854	129	88646773	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_13025
chr9	88820093	88820344	252	88820245	23.00	14.36812	6.38759	10.28034	RUNX1ChIP_MCF10AOEq0.05_peak_13026
chr9	88826288	88826501	214	88826402	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_13027
chr9	88826886	88827238	353	88826954	30.00	24.21380	9.68181	19.47198	RUNX1ChIP_MCF10AOEq0.05_peak_13028
chr9	88833338	88833419	82	88833350	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_13029
chr9	88835317	88835409	93	88835354	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_13030
chr9	88942527	88942679	153	88942623	25.00	16.30398	6.91989	12.07201	RUNX1ChIP_MCF10AOEq0.05_peak_13031
chr9	88953294	88953482	189	88953378	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_13032
chr9	89021219	89021676	458	89021518	47.00	45.57613	14.99119	39.89703	RUNX1ChIP_MCF10AOEq0.05_peak_13033
chr9	89116176	89116586	411	89116263	30.00	15.31160	5.54019	11.16045	RUNX1ChIP_MCF10AOEq0.05_peak_13034
chr9	89154736	89154911	176	89154845	28.00	19.32831	7.71834	14.89203	RUNX1ChIP_MCF10AOEq0.05_peak_13035
chr9	89350961	89351034	74	89350987	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_13036
chr9	89388380	89388520	141	89388452	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_13037
chr9	89437318	89437520	203	89437376	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_13038
chr9	89497226	89497385	160	89497267	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_13039
chr9	89556785	89557092	308	89556952	32.00	26.55374	10.30645	21.68969	RUNX1ChIP_MCF10AOEq0.05_peak_13040
chr9	89593171	89593281	111	89593257	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_13041
chr9	89663440	89663654	215	89663510	23.00	14.36812	6.38759	10.28034	RUNX1ChIP_MCF10AOEq0.05_peak_13042
chr9	89749330	89749870	541	89749642	62.00	64.58500	18.63653	58.41581	RUNX1ChIP_MCF10AOEq0.05_peak_13043
chr9	89756608	89756681	74	89756654	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_13044
chr9	89756989	89757138	150	89757055	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_13045
chr9	89835722	89836073	352	89835935	24.00	17.05284	7.54730	12.76805	RUNX1ChIP_MCF10AOEq0.05_peak_13046
chr9	90014610	90014747	138	90014701	15.00	8.26298	4.73309	4.68057	RUNX1ChIP_MCF10AOEq0.05_peak_13047
chr9	90032294	90032582	289	90032359	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_13048
chr9	90935181	90935481	301	90935248	18.00	5.25399	2.91654	2.03833	RUNX1ChIP_MCF10AOEq0.05_peak_13049
chr9	90936261	90936685	425	90936371	25.00	16.30398	6.91989	12.07201	RUNX1ChIP_MCF10AOEq0.05_peak_13050
chr9	90942614	90942705	92	90942654	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_13051
chr9	90970727	90970823	97	90970810	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_13052
chr9	90974021	90974183	163	90974059	17.00	10.40696	5.54797	6.64143	RUNX1ChIP_MCF10AOEq0.05_peak_13053
chr9	90974648	90974998	351	90974783	33.00	24.65571	9.04908	19.89769	RUNX1ChIP_MCF10AOEq0.05_peak_13054
chr9	90979207	90979405	199	90979247	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_13055
chr9	91060588	91060752	165	91060681	16.00	8.59642	4.74265	4.99539	RUNX1ChIP_MCF10AOEq0.05_peak_13056
chr9	91071237	91071341	105	91071282	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_13057
chr9	91100879	91100976	98	91100939	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_13058
chr9	91151101	91151351	251	91151176	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_13059
chr9	91154872	91155008	137	91155000	12.00	5.17186	3.45994	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_13060
chr9	91164617	91165020	404	91164842	35.00	26.87710	9.58138	21.99564	RUNX1ChIP_MCF10AOEq0.05_peak_13061
chr9	91177927	91178214	288	91178006	18.00	10.50492	5.40313	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_13062
chr9	91193800	91193891	92	91193890	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_13063
chr9	91395973	91396050	78	91396019	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_13064
chr9	91422870	91423039	170	91422954	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_13065
chr9	91444671	91444763	93	91444728	19.00	10.71327	5.32299	6.89188	RUNX1ChIP_MCF10AOEq0.05_peak_13066
chr9	91775263	91775378	116	91775344	20.00	13.26336	6.47263	9.26673	RUNX1ChIP_MCF10AOEq0.05_peak_13067
chr9	91777556	91777744	189	91777687	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_13068
chr9	91797142	91797268	127	91797210	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_13069
chr9	91809591	91809929	339	91809716	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_13070
chr9	92147356	92147506	151	92147414	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_13071
chr9	92152102	92152257	156	92152209	25.00	11.30042	4.64661	7.45746	RUNX1ChIP_MCF10AOEq0.05_peak_13072
chr9	92478910	92479003	94	92478968	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_13073
chr9	92631817	92632027	211	92631976	18.00	9.76931	5.01513	6.04229	RUNX1ChIP_MCF10AOEq0.05_peak_13074
chr9	92715691	92715830	140	92715763	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_13075
chr9	92887348	92887494	147	92887445	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_13076
chr9	93064585	93064674	90	93064607	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_13077
chr9	93098632	93098838	207	93098667	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_13078
chr9	93111712	93111895	184	93111855	18.00	6.38496	3.39560	3.00720	RUNX1ChIP_MCF10AOEq0.05_peak_13079
chr9	93139714	93140019	306	93139865	35.00	26.87710	9.58138	21.99564	RUNX1ChIP_MCF10AOEq0.05_peak_13080
chr9	93231293	93231648	356	93231483	38.00	22.42166	6.96991	17.79887	RUNX1ChIP_MCF10AOEq0.05_peak_13081
chr9	93236607	93236864	258	93236769	32.00	23.56362	8.78293	18.86770	RUNX1ChIP_MCF10AOEq0.05_peak_13082
chr9	93237684	93237952	269	93237782	30.00	23.60060	9.35865	18.90259	RUNX1ChIP_MCF10AOEq0.05_peak_13083
chr9	93709970	93710178	209	93710040	22.00	10.93279	4.91833	7.10079	RUNX1ChIP_MCF10AOEq0.05_peak_13084
chr9	93751411	93751512	102	93751452	13.00	6.62686	4.14145	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_13085
chr9	94159323	94159409	87	94159379	12.00	5.17186	3.45994	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_13086
chr9	94478904	94479026	123	94478929	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_13087
chr9	94611926	94612073	148	94611955	20.00	11.59792	5.58914	7.70115	RUNX1ChIP_MCF10AOEq0.05_peak_13088
chr9	95092464	95092658	195	95092601	27.00	18.30489	7.45219	13.93575	RUNX1ChIP_MCF10AOEq0.05_peak_13089
